tokens,left_margin,bottom_right,upper_left
Sc.,0.273118992376533,0.4540123456790123,0.4540123456790123
",",0.3026184951939012,0.4540123456790123,0.4540123456790123
Queen,0.342393105734173,0.4530864197530864,0.4530864197530864
's,0.4716605899900563,0.4530864197530864,0.4530864197530864
University,0.5114352005303281,0.4527777777777778,0.4527777777777778
Belfast,0.3125621478289692,0.4845679012345679,0.4845679012345679
",",0.3821677162744448,0.4845679012345679,0.4845679012345679
N.,0.4123301292674842,0.4842592592592593,0.4842592592592593
Ireland,0.4812727875372887,0.4839506172839506,0.4839506172839506
(,0.3622804110043089,0.5154320987654321,0.5154320987654321
1965,0.3831620815379516,0.546604938271605,0.546604938271605
),0.4129930394431554,0.5456790123456791,0.5456790123456791
SUBMITTED,0.2830626450116009,0.5777777777777777,0.5777777777777777
IN,0.4235996022538946,0.5774691358024692,0.5774691358024692
PARTIAL,0.5213788531653961,0.5771604938271605,0.5771604938271605
FULFILLMENT,0.3626118660921445,0.608641975308642,0.608641975308642
OF,0.3427245608220086,0.6395061728395062,0.6395061728395062
THE,0.4431554524361949,0.6391975308641975,0.6391975308641975
REQUIREMENTS,0.1150149154789526,0.7030864197530864,0.7030864197530864
FOR,0.2137885316539609,0.7027777777777777,0.7027777777777777
THE,0.2429565793834935,0.7024691358024692,0.7024691358024692
DEGREE,0.3433874709976798,0.7175925925925926,0.7175925925925926
OF,0.4530991050712628,0.7169753086419753,0.7169753086419753
DOCTOR,0.4822671528007955,0.7166666666666667,0.7166666666666667
OF,0.5419290686112032,0.7157407407407408,0.7157407407407408
PHILOSOPHY,0.6725223732184289,0.7154320987654321,0.7154320987654321
at,0.3427245608220086,0.7327160493827161,0.7327160493827161
the,0.413324494530991,0.7320987654320987,0.7320987654320987
MASSACHUSETTS,0.5425919787868744,0.7330246913580247,0.7330246913580247
INSTITUTE,0.6277759363606231,0.7311728395061728,0.7311728395061728
OF,0.662578720583361,0.7311728395061728,0.7311728395061728
TECHNOLOGY,0.421610871726881,0.7472222222222222,0.7472222222222222
June,0.5147497514086842,0.7552469135802469,0.7552469135802469
1970,0.5293337752734505,0.7512345679012346,0.7512345679012346
Signature,0.114683460391117,0.7802469135802469,0.7802469135802469
of,0.2141199867417965,0.7808641975308642,0.7808641975308642
Author,0.4305601590984421,0.7885802469135802,0.7885802469135802
--------------------------------------------------Department,0.4763009612197547,0.787962962962963,0.787962962962963
of,0.5326483261518065,0.7938271604938272,0.7938271604938272
Mathematics,0.6029168047729533,0.7932098765432098,0.7932098765432098
",",0.3284719920450779,0.8083333333333333,0.8083333333333333
-June,0.4030493868080875,0.8083333333333333,0.8083333333333333
1,0.5376201524693404,0.8135802469135802,0.8135802469135802
",",0.114683460391117,0.8435185185185186,0.8435185185185186
1970,0.2041763341067285,0.8435185185185186,0.8435185185185186
Certified,0.2240636393768644,0.8518518518518519,0.8518518518518519
by,0.3291349022207491,0.8651234567901235,0.8651234567901235
---------------------------------Thesis,0.3616175008286377,0.9021604938271603,0.9021604938271603
Supervisor,0.3616175008286377,0.928395061728395,0.928395061728395
Accepted,0.4696718594630427,0.928395061728395,0.928395061728395
by,0.7000331455087836,0.8651234567901235,0.8651234567901235
Ch---ai---rman-,0.5333112363274777,0.8716049382716049,0.8716049382716049
",-",0.6228041100430891,0.870679012345679,0.870679012345679
D-epa---rt----------m----ent--,0.4706662247265495,0.8722222222222222,0.8722222222222222
---Co--------m-mitte---e,0.3314550878355983,0.883641975308642,0.883641975308642
on-,0.4003977461054027,0.8820987654320988,0.8820987654320988
Gr-aduate,0.3901226383824991,0.9052469135802468,0.9052469135802468
S-tud-ent-----s---,0.423268147166059,0.9040123456790125,0.9040123456790125
--Archives,0.452104739807756,0.9021604938271603,0.9021604938271603
MASS---------------------------------.-INST,0.376201524693404,0.928395061728395,0.928395061728395
.,0.4169705004971826,0.928395061728395,0.928395061728395
TECH,0.4511103745442492,0.929320987654321,0.929320987654321
.-,0.3884653629433212,0.946604938271605,0.946604938271605
------------------JUN,0.4335432548889625,0.9515432098765432,0.9515432098765432
3-0,0.490884985084521,0.921604938271605,0.921604938271605
1970,0.4875704342061651,0.9194444444444444,0.9194444444444444
------INERTIAL,0.2638382499171362,0.1188271604938271,0.1188271604938271
GYRO,0.3722240636393769,0.1194444444444444,0.1194444444444444
LIFE-CYCLE,0.4020550215445807,0.119753086419753,0.119753086419753
COSTS,0.5011600928074246,0.1203703703703703,0.1203703703703703
-,0.4010606562810739,0.1743827160493827,0.1743827160493827
ANALYSIS,0.3115677825654623,0.2280864197530864,0.2280864197530864
AND,0.3801789857474312,0.2290123456790123,0.2290123456790123
MANAGEMENT,0.4597282068279748,0.229320987654321,0.229320987654321
by,0.2804110043089161,0.3219135802469136,0.3219135802469136
PETER,0.3105734173019556,0.3219135802469136,0.3219135802469136
JOSEPH,0.3602916804772953,0.3212962962962963,0.3212962962962963
PALMER,0.4388465362943321,0.3225308641975308,0.3225308641975308
S.B.,0.2797480941332449,0.3530864197530864,0.3530864197530864
",",0.3692409678488564,0.3540123456790123,0.3540123456790123
Massachusetts,0.4000662910175671,0.3537037037037037,0.3537037037037037
Institute,0.4816042426251243,0.3521604938271604,0.3521604938271604
of,0.2495856811402055,0.4462962962962963,0.4462962962962963
Technology,0.349022207490885,0.4469135802469136,0.4469135802469136
(,0.3788531653960888,0.4472222222222222,0.4472222222222222
1950,0.4574080212131256,0.4478395061728395,0.4478395061728395
),0.269804441498177,0.4777777777777778,0.4777777777777778
SUBMITTED,0.298641034139874,0.4777777777777778,0.4777777777777778
IN,0.3380841895923102,0.4780864197530864,0.4780864197530864
PARTIAL,0.467020218760358,0.4790123456790123,0.4790123456790123
FULFILLMENT,0.5067948293006298,0.4793209876543209,0.4793209876543209
OF,0.3075903215114352,0.5089506172839506,0.5089506172839506
THE,0.3781902552204176,0.5095679012345679,0.5095679012345679
REQUIREMENTS,0.4073583029499503,0.5098765432098765,0.5098765432098765
FOR,0.4776267815710971,0.5104938271604939,0.5104938271604939
THE,0.3583029499502817,0.5404320987654321,0.5404320987654321
DEGREE,0.3771958899569108,0.5719135802469136,0.5719135802469136
OF,0.4086841233012926,0.5722222222222222,0.5722222222222222
MASTER,0.2774279085183957,0.6027777777777777,0.6027777777777777
OF,0.4179648657606894,0.6033950617283951,0.6033950617283951
SCIENCE,0.5164070268478621,0.604320987654321,0.604320987654321
at,0.3563142194232681,0.6345679012345679,0.6345679012345679
the,0.3662578720583361,0.6654320987654321,0.6654320987654321
MASSACHUSETTS,0.4169705004971826,0.6651234567901234,0.6651234567901234
INSTITUTE,0.1166721909181306,0.7864197530864198,0.7864197530864198
OF,0.21610871726881,0.7885802469135802,0.7885802469135802
TECHNOLOGY,0.2449453099105071,0.7891975308641975,0.7891975308641975
June,0.3198541597613523,0.7898148148148149,0.7898148148148149
",",0.376201524693404,0.7925925925925926,0.7925925925925926
1970,0.4222737819025522,0.7932098765432098,0.7932098765432098
Signature,0.4577394763009612,0.7913580246913581,0.7913580246913581
of,0.4852502485913159,0.7959876543209876,0.7959876543209876
Author,0.6145177328471992,0.799074074074074,0.799074074074074
Department,0.6347364932051707,0.7962962962962963,0.7962962962962963
of,0.6844547563805105,0.7993827160493827,0.7993827160493827
Aeronautics,0.2903546569439841,0.8141975308641975,0.8141975308641975
and,0.3337752734504474,0.8049382716049382,0.8049382716049382
Astronautics,0.4448127278753729,0.8058641975308642,0.8058641975308642
June,0.4729864103413987,0.8061728395061728,0.8061728395061728
