filename,class
/home/mchou001/Label-Dedication/502/aug99.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug100.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug101.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug102.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug103.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug104.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug105.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug106.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug107.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug108.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug109.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug110.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug111.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug112.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug113.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug114.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug115.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug116.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug117.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug118.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug119.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug120.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug121.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug122.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug123.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug124.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug125.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug126.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug127.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug128.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug129.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug130.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug131.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug132.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug133.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug134.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug135.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug136.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug137.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug138.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug139.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug140.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug141.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug142.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug143.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug144.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug145.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug146.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug147.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug148.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug149.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug150.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug151.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug152.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug153.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug154.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug155.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug156.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug157.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug158.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug159.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug160.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug161.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug162.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug163.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug164.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug165.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug166.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug167.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug168.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug169.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug170.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug171.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug172.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug173.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug174.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug175.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug176.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug177.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug178.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug179.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug180.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug181.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug182.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug183.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug184.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug185.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug186.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug187.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug188.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug189.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug190.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug191.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug192.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug193.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug194.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug195.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug196.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug197.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug198.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug199.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug200.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug201.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug202.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug203.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug204.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug205.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug206.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug207.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug208.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug209.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug210.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug211.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug212.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug213.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug214.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug215.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug216.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug217.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug218.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug219.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug220.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug221.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug222.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug223.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug224.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug225.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug226.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug227.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug228.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug229.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug230.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug231.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug232.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug233.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug234.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug235.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug236.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug237.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug238.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug239.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug240.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug241.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug242.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug243.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug244.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug245.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug246.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug247.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug248.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug249.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug250.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug251.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug252.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug253.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug254.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug255.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug256.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug257.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug258.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug259.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug260.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug261.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug262.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug263.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug264.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug265.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug266.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug267.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug268.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug269.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug270.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug271.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug272.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug273.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug274.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug275.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug276.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug277.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug278.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug279.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug280.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug281.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug282.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug283.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug284.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug285.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug286.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug287.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug288.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug289.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug290.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug291.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug292.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug293.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug294.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug295.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug296.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug297.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug298.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug299.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug300.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug301.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug302.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug303.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug304.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug305.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug306.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug307.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug308.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug309.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug310.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug311.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug312.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug313.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug314.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug315.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug316.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug317.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug318.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug319.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug320.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug321.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug322.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug323.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug324.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug325.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug326.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug327.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug328.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug329.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug330.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug331.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug332.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug333.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug334.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug335.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug336.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug337.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug338.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug339.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug340.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug341.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug342.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug343.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug344.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug345.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug346.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug347.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug348.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug349.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug350.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug351.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug352.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug353.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug354.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug355.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug356.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug357.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug358.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug359.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug360.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug361.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug362.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug363.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug364.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug365.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug366.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug367.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug368.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug369.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug370.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug371.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug372.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug373.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug374.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug375.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug376.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug377.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug378.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug379.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug380.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug381.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug382.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug383.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug384.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug385.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug386.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug387.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug388.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug389.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug390.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug391.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug392.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug393.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug394.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug395.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug396.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug397.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug398.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug399.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug400.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug401.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug402.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug403.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug404.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug405.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug406.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug407.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug408.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug409.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug410.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug411.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug412.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug413.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug414.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug415.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug416.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug417.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug418.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug419.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug420.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug421.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug422.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug423.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug424.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug425.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug426.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug427.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug428.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug429.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug430.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug431.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug432.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug433.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug434.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug435.png,Label-Dedication
/home/mchou001/Label-Dedication/502/aug436.png,Label-Dedication
