img_path,text,class
/home/mchou001/Label-Dedication/502/aug81.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug82.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug83.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug84.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug85.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug86.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug87.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug88.png,"Dedication
Jean Morris was a model of life-long learning and creative thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug89.png,"Dedication
Jean Morris was the mother of my husband.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug90.png,"Dedication
Jean Morris provided models of learning and thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug91.png,"Dedication
My mother-in-law, Jean Morris, provided models of learning and thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug92.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug93.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug94.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug95.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug96.png,"Dedication
Jean Morris was a model of life-long learning and creative thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug97.png,"Dedication
Jean Morris was the mother of my husband.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug98.png,"Dedication
Jean Morris provided models of learning and thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug99.png,"Dedication
My mother-in-law, Jean Morris, provided models of learning and thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug100.png,"Dedication
I miss them a lot.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug101.png,"Dedication
I miss them very much.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug102.png,"Dedication
I love them and miss them a lot.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug103.png,"Dedication
I adore them and miss them a lot.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug104.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug105.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug106.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed that I would learn and do so.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug107.png,"Dedication
My parents, Barbara and Marty Hanley, always assumed I would learn and do SO.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug108.png,"Dedication
Jean Morris was a model of life-long learning and creative thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug109.png,"Dedication
Jean Morris was the mother of my husband.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug110.png,"Dedication
Jean Morris provided models of learning and thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug111.png,"Dedication
My mother-in-law, Jean Morris, provided models of learning and thinking.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug112.png,"Dedication
I miss them a lot.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug113.png,"Dedication
I miss them very much.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug114.png,"Dedication
I love them and miss them a lot.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug115.png,"Dedication
I adore them and miss them a lot.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug116.png,"Dedication
V109.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug117.png,"Dedication
V111
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug118.png,"Dedication
V-110.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug119.png,"Dedication
V109
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug120.png,"Dedication
Thanks to my family, my brother David, my sister Laura, my wife Suzanne, and my son
Philip, the future is all possible.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug121.png,"Dedication
Through the years, your support, encouragement, and love has made this possible for my
family, my brother David, my sister Laura, and my son Philip.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug122.png,"Dedication
Through the years, your support, encouragement, and love has made this possible for my
family, my brother David, my sister Laura, my wife Suzanne, and my son Philip.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug123.png,"Dedication
Through the years, your support, encouragement, and love has made this possible for my
family, my brother David, my sister Laura, my wife Suzanne, and my little son Philip.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug124.png,"Dedication
Permission was granted for the production to be reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug125.png,"Dedication
Permission was granted for the production to be reproduced by the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug126.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug127.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug128.png,"Dedication
Permission was granted for the production to be reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug129.png,"Dedication
Permission was granted for the production to be reproduced by the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug130.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug131.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug132.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug133.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug134.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug135.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug136.png,"Dedication
To Sylvia who is filled with love every day.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug137.png,"Dedication
To Sylvia who is filled with love each day.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug138.png,"Dedication
Sylvia has permission from the copyright owner to reproduce.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug139.png,"Dedication
Sylvia has permission from the copyright owner to reproduce each day.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug140.png,"Dedication
To Sylvia who is filled with love every day.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug141.png,"Dedication
To Sylvia who is filled with love each day.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug142.png,"Dedication
Sylvia has permission from the copyright owner to reproduce.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug143.png,"Dedication
Sylvia has permission from the copyright owner to reproduce each day.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug144.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug145.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug146.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug147.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug148.png,"Dedication
TheSIS is given to my mother by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug149.png,"Dedication
TheSIS is written for my mother, Sen-Mei Cheng CHOU.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug150.png,"Dedication
TheSIS is sent to my mother, Sen-Mei Cheng CHOU, with the permission of the copyright
owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug151.png,"Dedication
TheSIS is sent to my mother, Sen-Mei Cheng CHOU, with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug152.png,"Dedication
TheSIS is given to my mother by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug153.png,"Dedication
TheSIS is written for my mother, Sen-Mei Cheng CHOU.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug154.png,"Dedication
TheSIS is sent to my mother, Sen-Mei Cheng CHOU, with the permission of the copyright
owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug155.png,"Dedication
TheSIS is sent to my mother, Sen-Mei Cheng CHOU, with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug156.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug157.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug158.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug159.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug160.png,"Dedication
The owner of the copyright gave permission for the production to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug161.png,"Dedication
The copyright owner gave permission for the production to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug162.png,"Dedication
The owner of the copyright gave permission for the reproduced to be made.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug163.png,"Dedication
The copyright owner gave permission for the reproduced to be made.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug164.png,"Dedication
The owner of the copyright gave permission for the production to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug165.png,"Dedication
The copyright owner gave permission for the production to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug166.png,"Dedication
The owner of the copyright gave permission for the reproduced to be made.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug167.png,"Dedication
The copyright owner gave permission for the reproduced to be made.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug168.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug169.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug170.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug171.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug172.png,"Dedication
Permission was granted for the production to be reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug173.png,"Dedication
Permission was granted for the production to be reproduced by the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug174.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug175.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug176.png,"Dedication
Permission was granted for the production to be reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug177.png,"Dedication
Permission was granted for the production to be reproduced by the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug178.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug179.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug180.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug181.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug182.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug183.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug184.png,"Dedication
Permission was granted for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug185.png,"Dedication
The copyright owner gave permission for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug186.png,"Dedication
The owner of the copyright granted permission for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug187.png,"Dedication
The owner of the copyright gave permission for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug188.png,"Dedication
Permission was granted for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug189.png,"Dedication
The copyright owner gave permission for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug190.png,"Dedication
The owner of the copyright granted permission for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug191.png,"Dedication
The owner of the copyright gave permission for Holly and My Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug192.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug193.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug194.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug195.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug196.png,"Dedication
Reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug197.png,"Dedication
Chris and silly wol were reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug198.png,"Dedication
Chris and silly wol were reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug199.png,"Dedication
Chris and silly wol are reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug200.png,"Dedication
Reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug201.png,"Dedication
Chris and silly wol were reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug202.png,"Dedication
Chris and silly wol were reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug203.png,"Dedication
Chris and silly wol are reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug204.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug205.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug206.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug207.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug208.png,"Dedication
Permission was granted for the reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug209.png,"Dedication
To my mother, Carmen Maria Rivera.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug210.png,"Dedication
Permission was granted for the reproduced to my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug211.png,"Dedication
Permission was granted for the reproduced to be used by my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug212.png,"Dedication
Permission was granted for the reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug213.png,"Dedication
To my mother, Carmen Maria Rivera.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug214.png,"Dedication
Permission was granted for the reproduced to my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug215.png,"Dedication
Permission was granted for the reproduced to be used by my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug216.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug217.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug218.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug219.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug220.png,"Dedication
It is my duty to my wife for all her patience, understanding, and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug221.png,"Dedication
To my wife for all her patience, understanding, and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug222.png,"Dedication
It is my duty to my wife for her patience, understanding, and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug223.png,"Dedication
It is my duty to my wife for all her patience, understanding and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug224.png,"Dedication
It is my duty to my wife for all her patience, understanding, and love.
",Label-Dedication
