id,title,author,year,university,degree,advisor,department
388089,SMART STRUCTURAL CONDITION ASSESSMENT METHODS FOR CIVIL INFRASTRUCTURES USING DEEP LEARNING ALGORITHM,"Liu, Heng",2018,University of Maryland,,"Zhang, Yunfeng",Civil Engineering
327352,Anticolonial Amerika: Resisting the Zone of Nonbeing in an Anglo-Saxon Empire,"Anderson, Patrick D",,Texas A & M University,Doctor of Philosophy,"Curry, Tommy J",Philosophy and Humanities
425447,The Effects of Cocoa Polyphenols and Whey Proteins on Biomarkers of Satiety and Lipid Metabolism.,"Campbell, Caroline Lloyd",2014,North Carolina State University,Master of Science,"Edward Foegeding, Co-Chair",
369744,Vulnerability assessment of extended end-plate connections under mainshock-aftershock sequences,"Benvenga, Risa Nicole",2018,Colorado State University,Master of Science (M.S.),"Mahmoud, Hussam",
422694,"Movement, habitat selection and growth of early-juvenile Atlantic sturgeon in Albemarle Sound, North Carolina","Armstrong, James Leland",2003,North Carolina State University,MS,"Richard L. Noble, Committee Member",
372287,Leveraging expression and network data for protein function prediction,"Graim, Kiley",2012,Colorado State University,Master of Science (M.S.),"Ben-Hur, Asa",
354729,The Roles of Leadership in High Performing High Poverty Schools: A Case Study of Four Torchbearer Principals and Their Schools,"Ross, Craig",2013,Auburn University,,"Reed, Cynthia",
388406,The Strategy of Civil Conflict: The Determinants of Conflict Intensity and Effect of Intensity on Duration,"Plettner, Theodore",2019,University of Maryland,,"Reed, William",Government and Politics
129459,"The effect of foliar applied nitrogen, phosphorus, and potassium on the growth and composition of corn /","Thomas, Winfred",1954,The Ohio State University,Doctor of Philosophy,,
515622,Into a suburban landscape: a proposal of housing for the future of the American suburb,"Bailey, David",1998,Virginia Polytechnic Institute and State University,Master of Architecture,,Architecture
116113,Future Focused Planning? The role of environmentalism and sustainability in theredevelopment of post-Katrina New Orleans,"Nosse-Leirer, Emily Rose",2014,The Ohio State University,Master of Arts,"Cox, Kevin",
475173,An Automatic System for Characterization and Detection of Ocular Noise,"Melville, Alexander",2017,University of Michigan,,"Dehzangi, Omid",
162839,"Surrender or Subversion? Contextual and Theoretical Analysis of the  Paintings by Japan's Hidden Christians, 1640-1873","Ogawa, Suharu",2010,University of Cincinnati,MA,,
307331,Measurements of viscoelastic properties by nanoindentation,"Huang, Gang",,,,"Lu, Hongbing",
188656,Differences in Risk-taking in a Trauma Exposed Population,"Viehoff, Ruth Anna",2012,Cleveland State University,Master of Arts in Psychology,,
24240,The Memory Function of REM Sleep,"McDevitt, Elizabeth Ann",2017,ucr,,"Mednick, Sara C.;",
162448,Tectonics in the Twenty-first Century: The Expanded Notion of Structure and Its Perception in Architecture,"McCoy, Christina Glasgow",2009,University of Cincinnati,MS ARCH,,
404980,Ill-conditioned equations,"Myers, Donald Lee.",1964,Kansas State University,,,
235092,Defensive Adaptation: Managing Social Anxieties in Literature and Film,"Neckles, Christina Maria",2009,Vanderbilt University,PHD,Jay Clayton,
514396,Pegmatitic muscovites: effect of composition on optical and lattice parameters,"Davis, Laura E.",1985,Virginia Polytechnic Institute and State University,Master of Science,,Geology
421541,Differential Vowel Accommodation among Two Native American Groups,"Coggshall, Elizabeth Learn",2006,North Carolina State University,MA,"Agnes Bolonyai, Committee Member",
38361,Src-family and Syk Tyrosine Kinases are Required for Neutrophil Effector Responses to Infection and Inflammation,"Van Ziffle, Jessica Ann Grant",2009,ucsf,,"Lowell, Clifford A;",
275234,Fabrication and characterization of hierarchical nanostructure materials,"Zhang, Yue",,Texas Tech University,Doctor of Philosophy,"Wang, Shiren",Industrial Engineering
140024,An investigation of possible Gullah survivals in the speech and cultural patterns of black Mississippians /,"Williams, D. F.",1973,The Ohio State University,Doctor of Philosophy,,
498465,"Field and laboratory investigations on the efficacy, selectivity, and action of the herbicide clomazone","Vencill, William K.",1988,Virginia Polytechnic Institute and State University,Ph. D.,,Plant Physiology and Weed Science
284056,Academic Performance of Veterans in Higher Education,"Moehle, Ryan Allen",2013,Oklahoma State University,,"Caneday, Lowell",Education
346007,Evaluating changing attitudes towards education in the People’s Republic of China: Western disruption and the rise of the study abroad movement,"Mayans, Attyat",,Duke University,,"Chow, Eileen C",Asian and Middle Eastern Studies
387642,Microstructural Evolution and the Resultant Mechanical Behavior of Duplex Stainless Steels,"Schwarm, Samuel Christian",2018,University of Maryland,,"Ankem, Sreeramamurthy",Material Science and Engineering
140155,Depression and marital interaction : the complementarity between husbands' and wives' communicated appraisals /,"Robbins, Brian Paul",1987,The Ohio State University,Doctor of Philosophy,,
195662,THE EFFECTS OF BULLYING AND INTERNALIZED HOMOPHOBIA ON PSYCHOPATHOLOGICAL SYMPTOM SEVERITY IN A COMMUNITY SAMPLE OF GAY MEN,"Skinta, Matthew Damon",2007,Kent State University,PHD,"Hobfoll, Stevan",
186582,The role MAPK1 plays in Drp1 activation leading to mitochondrial dysfunction in Huntington's disease.,"Roe, Anne Jessica T",2016,Case Western Reserve University School of Graduate Studies,Master of Sciences,"Qi, Xin",
164611,"ASSESSMENT OF COLLEGE WOMEN'S KNOWLEDGE, PERCEPTIONS AND PREVENTIVE BEHAVIORS REGARDING HUMAN PAPILLOMAVIRUS AND CERVICAL CANCER","INGLEDUE, KIMBERLY",2000,University of Cincinnati,MEd,"Cottrell, Dr. Randall R.",
