id,title,author,year,university,degree,advisor,department
417014,On Demazure Crystals for the Quantum Affine Algebra U_q(sl^(n)),"Rahmoeller, Margaret Lynn",2015,North Carolina State University,Doctor of Philosophy,"Kailash Misra, Chair",
419676,Groundwater Nitrate Reductions in a Managed Riparian Buffer Located in the Upper Coastal Plain of North Carolina.,"Wiseman, Jacob",2011,North Carolina State University,Master of Science,"Michael Burchell, Chair",
420921,Theoretical Analysis of SDA/SAA and CASTS Algorithms for Service Differentiation.,"Zhang, Huijun",2012,North Carolina State University,Master of Science,"Ioannis Viniotis, Chair",
427503,Thermally Responsive Surfaces for Tissue Engineering and Apparel Applications,"Barcio, Sarah",2006,North Carolina State University,MS,"Dr. Nancy Monteiro-Riviere, Committee Member",
423105,Modeling Fluid Flows and Heat Transfer in Industrial Processes Using GOTHIC Software,"Cooper, Phillip Shawn",2003,North Carolina State University,MS,"Herbert M. Eckerlin, Committee Member",
419047,At the Intersection of Race and Gender: A Narrative Analysis of the Career Experiences of Black Women Senior Leaders in Community and Technical Colleges.,"Terry, Dion",2013,North Carolina State University,Doctor of Education,"Alyssa Bryant, Co-Chair",
430979,Advancing Connected Vehicle Technologies by Improving Vehicular Channel Model Accuracy and Safety Performance Measures.,"Carpenter, Scott",2018,North Carolina State University,Doctor of Philosophy,"Mihail Sichitiu, Chair",
33028,Community practitioner utilization of evidence-based practice for assessment of autism spectrum disorder,"Dufek, Sarah Anne",2013,ucsd,,,
31035,High Resolution Calorimetry for Thermal and Biological Applications,"Dechaumphai, Edward",2016,ucsd,,"Chen, Renkun;",
30350,High-throughput genomic assays : applications and analysis of DSL technology and next- generation sequencing,"Hutt, Kasey Robert",2009,ucsd,,,
36583,The importance of histidine 197 in Escherichia coli release factor 1 and the nucleotide dependence of release factor 3,"Field, Andrew Ryan",2010,ucsd,,,
29888,An Exploration of the Identifying Characteristics of Spam Campaign Address Lists,"Gardner, Christopher Patrick",2015,ucsd,,,
35793,An analytical and simulation study of wireless ad hoc networks with and without cooperation,"Ip, Louisa Pui Sum",2010,ucsd,,,
29745,"The contradiction of the modern Cuban nation : the institutionalization of a national hybrid identity, danza moderna, and spaces of blackness in revolutionary performance spheres","DiGirolamo, Elizabeth Morgan",2008,ucsd,,,
32602,Stationary Tropical Landau-Ginzburg Potential for the Complex Projective Plane,"Overholser, D. Peter",2013,ucsd,,,
33001,Targeting unique nucleic acid structures with small molecules,"Tam, Victor Kin-man",2007,ucsd,,,
30265,Novel role of caspase-8 in the maintenance of epidermal regeneration and repair,"Lee, Pedro",2011,ucsd,,,
283475,Practical Application of Hydraulic Tools in Urban Stormwater Design,"Brinley, Jason Charles",2010,Oklahoma State University,,"Tyagi, Avdhesh K.",School of Civil & Environmental Engineering
294747,Seasonal Effects on the Alcohol-Soluble Sugars and Starch Contents and the Digestibility of Several Bermudagrass Clones,"Tojib, Asep Tjandrawidjaja",1969,Oklahoma State University,,"Croy, Lavoy I.",Agronomy
287464,Combined Effect of Shear Stress and Secondhand Smoke on Platelet Activation and Aggregation,"Sultana, Mst Sarmin",2013,Oklahoma State University,,"Santhanakrishnan, Arvind",Mechanical Engineering
307930,Evaluation of the Robert M. Kerr Food & Agricultural Products Center Web Site,"Stockstill, Lacie Amanda",,Oklahoma State University,,,"Department of Agricultural Education, Communications, and Leadership"
284893,Acetolactate Synthase-inhibiting Herbicides: Survey of Weed Resistance and Rotational Crop Response in Oklahoma,"Heap, Kenneth Todd",1998,Oklahoma State University,,,
308471,"Relationship Between Parental Illness Uncertainty, Child Illness Uncertainty and Parental Distress in the Juvenile Rheumatic Diseases","Junghans, Ashley Nicole",,Oklahoma State University,,"Mullins, Larry L.",Department of Psychology
298413,Analysis of Continuous Bent Members Loaded out of Plane by the Carry over Joint Moment Method,"Childress, William H.",,Oklahoma State University,,"Tuma, Jan J.",Civil Engineering
297919,Mean Activity Coefficient of Hydrochloric Acid in the Presence of Cobalt Chloride and Nickel Chloride,"Guereca, R. A.",,Oklahoma State University,,"Moore, Tom E.",Department of Chemistry
293415,Plant Associations as Site Predictors in the Pine-Hardwood Tension Zones in Southeastern Oklahoma,"Doing, Jimmy Vern",1973,Oklahoma State University,,"Walker, Nat",Forest Resources
285361,"Development of a Habits Use Questionnaire: Relationship of Cigarette Smoking, Alcohol, Caffeine, and Chewing Gum Use in a College Population","Britt, Dana M.",1996,Oklahoma State University,,,
280740,"Fate of spore-forming pathogens in high and reduced Moisture, processed meat and poultry products subjected to post-packaging pasteurization","Munoz Mendoza, Sara Margarita",,Texas Tech University,Master of Science,"Sanchez, Marcos X.",Animal and Food Science
279998,Using microwave to produce heavy oil reservoirs: Experimental and numerical study,"Othman, Haitham A.",,Texas Tech University,Doctor of Philosophy,"Soliman, Mohamed Y.",Petroleum Engineering
280394,PRICE ELASTICITY FOR SMARTPHONES IN THE UNITED STATES: RESULTS FROM THREE METHODOLOGICAL APPROACHES,"Roberson, Mike",,Texas Tech University,Doctor of Philosophy,"Williams, Ryan B.",Agricultural Applied Economics
276179,Molecular biology of water stress responsive genes in wheat,"King, Steven Wayne",,Texas Tech University,Master of Science,,Crop Science
275751,"The germination and seedling development of cotton as influenced by selected inert seed coating materials applied singly and in combination with certain fungicides, fertilizers, and hormones","Ward, Coleman Y.",,Texas Tech University,Master of Science,"Young, A. W.",Agronomy
276438,Two-dimensional target detection under noisy conditions with neural networks,"Chin, Tzu-Chien",,Texas Tech University,Master of Science,,Electrical Engineering
277886,New structure for Southwest Collection,"Ralston, Stephen",,Texas Tech University,Bachelor of Architecture,,Architecture
283149,The effect of population density on certain agronomic and morphological characteristics of cotton,"Fowler, James Lowell",,Texas Tech University,M.S.,,Agronomy
281596,An investigation of the effectiveness of block preconditioners on a non-Newtonian blood flow model,"Fuchs, Ashlee",,Texas Tech University,Master of Science,"Howle, Victoria E.",Mathematics and Statistics
278261,"The effects of vegetation variability, demographic differences, and spatial factors on urban bird richness","Leuenberger, Katherine",,Texas Tech University,Master of Science,"Kahl, Samantha S.",Natural Resources Management
